Job ID,Job Role,Disability,Skills Required,Work Mode,Salary (INR),Workplace Accessibility,Workplace Location
1783,HR Executive,"Chronic Illness, Hearing Impairment, Autism Spectrum Disorder","Communication, Leadership, Negotiation",Remote,441598,Assistive Technology,Jaipur
1784,Software Engineer,"Physical Disability, Autism Spectrum Disorder, Neurological Disorder","Python, JavaScript, SQL",On-site,476056,Remote Work Possible,Jaipur
1785,Content Writer,"Neurological Disorder, Hearing Impairment, Autism Spectrum Disorder, Cognitive Impairment","Writing, Editing, SEO",Remote,1258957,Quiet Workspace,Bangalore
1786,Teacher,"Speech Impairment, Physical Disability, Autism Spectrum Disorder, Chronic Illness","Teaching, Curriculum Planning, Public Speaking",Hybrid,874225,Remote Work Possible,Kolkata
1787,Content Writer,"Cognitive Impairment, Physical Disability","Writing, Editing, SEO",Remote,1170826,Sign Language Interpreter,Mumbai
1788,Cybersecurity Analyst,"Neurological Disorder, Physical Disability, Mental Health Condition, Cognitive Impairment","Networking, Security, Risk Management",On-site,906794,Sign Language Interpreter,Jaipur
1789,Software Engineer,"Mental Health Condition, Neurological Disorder, Speech Impairment","Python, JavaScript, SQL",On-site,883614,Quiet Workspace,Ahmedabad
1790,HR Executive,"Cognitive Impairment, Speech Impairment, Physical Disability","Communication, Leadership, Negotiation",On-site,461928,Wheelchair Access,Pune
1791,Teacher,"Physical Disability, Speech Impairment","Teaching, Curriculum Planning, Public Speaking",Remote,513354,Wheelchair Access,Bangalore
1792,Mechanical Engineer,"Autism Spectrum Disorder, Chronic Illness, Physical Disability, Neurological Disorder","AutoCAD, SolidWorks, Design Thinking",Hybrid,816723,Remote Work Possible,Kolkata
1793,Content Writer,"Autism Spectrum Disorder, Physical Disability","Writing, Editing, SEO",Hybrid,1289164,Assistive Technology,Kolkata
1794,Cybersecurity Analyst,"Mental Health Condition, Physical Disability","Networking, Security, Risk Management",Hybrid,689454,Remote Work Possible,Mumbai
1795,Software Engineer,"Hearing Impairment, Cognitive Impairment, Autism Spectrum Disorder, Speech Impairment","Python, JavaScript, SQL",Hybrid,1433800,Remote Work Possible,Jaipur
1796,Marketing Manager,"Hearing Impairment, Speech Impairment","SEO, Social Media Marketing, Communication",Remote,969397,Sign Language Interpreter,Jaipur
1797,Marketing Manager,"Mental Health Condition, Hearing Impairment, Chronic Illness","SEO, Social Media Marketing, Communication",On-site,860147,Remote Work Possible,Bangalore
1798,Software Engineer,"Autism Spectrum Disorder, Speech Impairment, Hearing Impairment","Python, JavaScript, SQL",Remote,1376597,Wheelchair Access,Chennai
1799,Cybersecurity Analyst,"Physical Disability, Cognitive Impairment, Speech Impairment, Mental Health Condition","Networking, Security, Risk Management",Hybrid,1431201,Sign Language Interpreter,Ahmedabad
1800,Graphic Designer,"Neurological Disorder, Physical Disability","Adobe Photoshop, Illustrator, Creativity",Remote,1019306,Wheelchair Access,Delhi
1801,Marketing Manager,"Visual Impairment, Physical Disability, Autism Spectrum Disorder","SEO, Social Media Marketing, Communication",Remote,892526,Quiet Workspace,Kolkata
1802,Mechanical Engineer,"Visual Impairment, Speech Impairment, Physical Disability, Hearing Impairment","AutoCAD, SolidWorks, Design Thinking",Hybrid,930670,Sign Language Interpreter,Hyderabad
1803,Graphic Designer,"Visual Impairment, Cognitive Impairment, Physical Disability","Adobe Photoshop, Illustrator, Creativity",Remote,1322084,Sign Language Interpreter,Kolkata
1804,Call Center Agent,"Chronic Illness, Speech Impairment","Communication, Problem-Solving, Customer Service",Hybrid,1337822,Wheelchair Access,Ahmedabad
1805,Mechanical Engineer,"Chronic Illness, Visual Impairment, Physical Disability","AutoCAD, SolidWorks, Design Thinking",Hybrid,591581,Wheelchair Access,Pune
1806,Cybersecurity Analyst,"Speech Impairment, Visual Impairment, Autism Spectrum Disorder, Neurological Disorder","Networking, Security, Risk Management",Remote,1122995,Wheelchair Access,Jaipur
1807,Software Engineer,"Neurological Disorder, Mental Health Condition","Python, JavaScript, SQL",On-site,1186590,Sign Language Interpreter,Delhi
1808,Cybersecurity Analyst,"Mental Health Condition, Physical Disability, Chronic Illness","Networking, Security, Risk Management",Remote,1360054,Sign Language Interpreter,Ahmedabad
1809,Cybersecurity Analyst,"Mental Health Condition, Autism Spectrum Disorder","Networking, Security, Risk Management",Hybrid,496135,Sign Language Interpreter,Hyderabad
1810,HR Executive,"Speech Impairment, Hearing Impairment","Communication, Leadership, Negotiation",On-site,1323112,Remote Work Possible,Kolkata
1811,Teacher,"Cognitive Impairment, Neurological Disorder, Autism Spectrum Disorder, Physical Disability","Teaching, Curriculum Planning, Public Speaking",Remote,1229466,Assistive Technology,Mumbai
1812,Content Writer,"Visual Impairment, Mental Health Condition","Writing, Editing, SEO",Hybrid,642976,Remote Work Possible,Ahmedabad
1813,Data Analyst,"Chronic Illness, Speech Impairment, Mental Health Condition, Autism Spectrum Disorder","Python, SQL, Excel",Remote,1185896,Assistive Technology,Mumbai
1814,Teacher,"Chronic Illness, Mental Health Condition, Neurological Disorder","Teaching, Curriculum Planning, Public Speaking",Remote,1409139,Remote Work Possible,Delhi
1815,Content Writer,"Physical Disability, Mental Health Condition","Writing, Editing, SEO",Hybrid,815137,Assistive Technology,Mumbai
1816,Software Engineer,"Visual Impairment, Speech Impairment","Python, JavaScript, SQL",On-site,579036,Remote Work Possible,Chennai
1817,Teacher,"Autism Spectrum Disorder, Visual Impairment","Teaching, Curriculum Planning, Public Speaking",On-site,505911,Quiet Workspace,Hyderabad
1818,Teacher,"Visual Impairment, Chronic Illness","Teaching, Curriculum Planning, Public Speaking",Hybrid,1104382,Quiet Workspace,Delhi
1819,Mechanical Engineer,"Physical Disability, Neurological Disorder","AutoCAD, SolidWorks, Design Thinking",On-site,1072781,Sign Language Interpreter,Chennai
1820,Content Writer,"Chronic Illness, Neurological Disorder, Mental Health Condition, Cognitive Impairment","Writing, Editing, SEO",On-site,1476702,Quiet Workspace,Pune
1821,Content Writer,"Hearing Impairment, Physical Disability, Cognitive Impairment","Writing, Editing, SEO",Remote,1307137,Wheelchair Access,Pune
1822,Mechanical Engineer,"Autism Spectrum Disorder, Physical Disability, Visual Impairment","AutoCAD, SolidWorks, Design Thinking",On-site,1489299,Sign Language Interpreter,Delhi
1823,HR Executive,"Neurological Disorder, Autism Spectrum Disorder","Communication, Leadership, Negotiation",On-site,1225255,Remote Work Possible,Hyderabad
1824,Software Engineer,"Chronic Illness, Speech Impairment, Visual Impairment","Python, JavaScript, SQL",Hybrid,678899,Wheelchair Access,Delhi
1825,Software Engineer,"Hearing Impairment, Visual Impairment, Cognitive Impairment","Python, JavaScript, SQL",Hybrid,548385,Sign Language Interpreter,Delhi
1826,Mechanical Engineer,"Speech Impairment, Physical Disability, Visual Impairment","AutoCAD, SolidWorks, Design Thinking",Hybrid,920284,Sign Language Interpreter,Ahmedabad
1827,Teacher,"Physical Disability, Hearing Impairment","Teaching, Curriculum Planning, Public Speaking",Remote,574747,Assistive Technology,Jaipur
1828,HR Executive,"Neurological Disorder, Hearing Impairment, Physical Disability, Autism Spectrum Disorder","Communication, Leadership, Negotiation",On-site,1319592,Remote Work Possible,Mumbai
1829,HR Executive,"Cognitive Impairment, Autism Spectrum Disorder, Neurological Disorder","Communication, Leadership, Negotiation",Hybrid,1392396,Wheelchair Access,Delhi
1830,Graphic Designer,"Hearing Impairment, Mental Health Condition","Adobe Photoshop, Illustrator, Creativity",Remote,547027,Quiet Workspace,Ahmedabad
1831,Graphic Designer,"Neurological Disorder, Visual Impairment, Physical Disability, Hearing Impairment","Adobe Photoshop, Illustrator, Creativity",Hybrid,1478625,Wheelchair Access,Ahmedabad
1832,Data Analyst,"Hearing Impairment, Mental Health Condition, Chronic Illness, Speech Impairment","Python, SQL, Excel",Remote,500290,Assistive Technology,Mumbai
1833,Marketing Manager,"Physical Disability, Mental Health Condition, Autism Spectrum Disorder, Neurological Disorder","SEO, Social Media Marketing, Communication",Hybrid,436855,Quiet Workspace,Hyderabad
1834,Cybersecurity Analyst,"Autism Spectrum Disorder, Physical Disability, Speech Impairment","Networking, Security, Risk Management",On-site,1199670,Sign Language Interpreter,Mumbai
1835,Mechanical Engineer,"Autism Spectrum Disorder, Visual Impairment, Neurological Disorder, Cognitive Impairment","AutoCAD, SolidWorks, Design Thinking",Remote,1159450,Quiet Workspace,Chennai
1836,Mechanical Engineer,"Visual Impairment, Mental Health Condition, Autism Spectrum Disorder","AutoCAD, SolidWorks, Design Thinking",On-site,1395213,Quiet Workspace,Delhi
1837,Call Center Agent,"Visual Impairment, Neurological Disorder, Cognitive Impairment","Communication, Problem-Solving, Customer Service",Remote,858623,Sign Language Interpreter,Chennai
1838,Graphic Designer,"Chronic Illness, Hearing Impairment, Mental Health Condition","Adobe Photoshop, Illustrator, Creativity",Remote,904471,Quiet Workspace,Mumbai
1839,Teacher,"Visual Impairment, Speech Impairment, Cognitive Impairment","Teaching, Curriculum Planning, Public Speaking",Hybrid,1193951,Quiet Workspace,Delhi
1840,Call Center Agent,"Neurological Disorder, Chronic Illness, Speech Impairment, Cognitive Impairment","Communication, Problem-Solving, Customer Service",Remote,1002591,Assistive Technology,Bangalore
1841,Marketing Manager,"Mental Health Condition, Chronic Illness, Visual Impairment, Cognitive Impairment","SEO, Social Media Marketing, Communication",Remote,813552,Assistive Technology,Hyderabad
1842,Data Analyst,"Visual Impairment, Hearing Impairment, Neurological Disorder","Python, SQL, Excel",Remote,1344397,Wheelchair Access,Kolkata
1843,HR Executive,"Mental Health Condition, Neurological Disorder, Hearing Impairment, Physical Disability","Communication, Leadership, Negotiation",Remote,536817,Sign Language Interpreter,Delhi
1844,Teacher,"Neurological Disorder, Cognitive Impairment, Hearing Impairment","Teaching, Curriculum Planning, Public Speaking",On-site,1036757,Quiet Workspace,Delhi
1845,Cybersecurity Analyst,"Physical Disability, Cognitive Impairment, Speech Impairment, Mental Health Condition","Networking, Security, Risk Management",On-site,1397606,Wheelchair Access,Kolkata
1846,Software Engineer,"Mental Health Condition, Visual Impairment, Neurological Disorder, Hearing Impairment","Python, JavaScript, SQL",Hybrid,433820,Sign Language Interpreter,Delhi
1847,Teacher,"Chronic Illness, Visual Impairment","Teaching, Curriculum Planning, Public Speaking",On-site,1291455,Sign Language Interpreter,Kolkata
1848,Mechanical Engineer,"Mental Health Condition, Speech Impairment, Neurological Disorder, Chronic Illness","AutoCAD, SolidWorks, Design Thinking",On-site,595153,Remote Work Possible,Ahmedabad
1849,Data Analyst,"Chronic Illness, Neurological Disorder","Python, SQL, Excel",Remote,1150374,Wheelchair Access,Kolkata
1850,Software Engineer,"Chronic Illness, Visual Impairment, Neurological Disorder, Autism Spectrum Disorder","Python, JavaScript, SQL",Remote,955451,Sign Language Interpreter,Chennai
1851,Teacher,"Chronic Illness, Autism Spectrum Disorder","Teaching, Curriculum Planning, Public Speaking",Remote,1287091,Quiet Workspace,Hyderabad
1852,Mechanical Engineer,"Autism Spectrum Disorder, Chronic Illness, Speech Impairment","AutoCAD, SolidWorks, Design Thinking",Remote,768385,Quiet Workspace,Jaipur
1853,HR Executive,"Hearing Impairment, Speech Impairment","Communication, Leadership, Negotiation",Hybrid,1433375,Remote Work Possible,Bangalore
1854,Mechanical Engineer,"Chronic Illness, Autism Spectrum Disorder, Mental Health Condition, Neurological Disorder","AutoCAD, SolidWorks, Design Thinking",Hybrid,1363955,Quiet Workspace,Jaipur
1855,Graphic Designer,"Mental Health Condition, Neurological Disorder, Visual Impairment, Speech Impairment","Adobe Photoshop, Illustrator, Creativity",Remote,1269478,Quiet Workspace,Ahmedabad
1856,Data Analyst,"Hearing Impairment, Chronic Illness","Python, SQL, Excel",Remote,1333107,Assistive Technology,Ahmedabad
1857,Graphic Designer,"Autism Spectrum Disorder, Visual Impairment, Cognitive Impairment","Adobe Photoshop, Illustrator, Creativity",Remote,727232,Wheelchair Access,Mumbai
1858,Mechanical Engineer,"Hearing Impairment, Visual Impairment","AutoCAD, SolidWorks, Design Thinking",Remote,529465,Quiet Workspace,Ahmedabad
1859,Software Engineer,"Speech Impairment, Visual Impairment","Python, JavaScript, SQL",Hybrid,547188,Assistive Technology,Pune
1860,Content Writer,"Autism Spectrum Disorder, Cognitive Impairment, Chronic Illness","Writing, Editing, SEO",On-site,1485581,Wheelchair Access,Pune
1861,Mechanical Engineer,"Speech Impairment, Neurological Disorder, Autism Spectrum Disorder","AutoCAD, SolidWorks, Design Thinking",Hybrid,1094649,Sign Language Interpreter,Ahmedabad
1862,Cybersecurity Analyst,"Visual Impairment, Neurological Disorder, Hearing Impairment","Networking, Security, Risk Management",Remote,759198,Wheelchair Access,Delhi
1863,Graphic Designer,"Physical Disability, Cognitive Impairment, Speech Impairment","Adobe Photoshop, Illustrator, Creativity",Hybrid,1207302,Assistive Technology,Ahmedabad
1864,Mechanical Engineer,"Visual Impairment, Physical Disability, Hearing Impairment, Autism Spectrum Disorder","AutoCAD, SolidWorks, Design Thinking",Hybrid,1497226,Sign Language Interpreter,Pune
1865,Mechanical Engineer,"Hearing Impairment, Mental Health Condition, Cognitive Impairment","AutoCAD, SolidWorks, Design Thinking",On-site,1003285,Wheelchair Access,Mumbai
1866,Teacher,"Physical Disability, Neurological Disorder, Chronic Illness","Teaching, Curriculum Planning, Public Speaking",On-site,1327059,Remote Work Possible,Chennai
1867,Cybersecurity Analyst,"Autism Spectrum Disorder, Cognitive Impairment","Networking, Security, Risk Management",On-site,863531,Assistive Technology,Kolkata
1868,Graphic Designer,"Neurological Disorder, Mental Health Condition, Speech Impairment","Adobe Photoshop, Illustrator, Creativity",On-site,1124593,Quiet Workspace,Jaipur
1869,Data Analyst,"Mental Health Condition, Speech Impairment, Cognitive Impairment","Python, SQL, Excel",Hybrid,1311933,Remote Work Possible,Chennai
1870,Marketing Manager,"Speech Impairment, Cognitive Impairment, Hearing Impairment","SEO, Social Media Marketing, Communication",Remote,956291,Quiet Workspace,Hyderabad
1871,Mechanical Engineer,"Speech Impairment, Autism Spectrum Disorder","AutoCAD, SolidWorks, Design Thinking",Hybrid,506313,Wheelchair Access,Hyderabad
1872,Marketing Manager,"Chronic Illness, Neurological Disorder","SEO, Social Media Marketing, Communication",On-site,1249949,Wheelchair Access,Bangalore
1873,Mechanical Engineer,"Neurological Disorder, Visual Impairment, Speech Impairment","AutoCAD, SolidWorks, Design Thinking",On-site,850129,Quiet Workspace,Kolkata
1874,Cybersecurity Analyst,"Neurological Disorder, Physical Disability","Networking, Security, Risk Management",On-site,1310695,Sign Language Interpreter,Chennai
